content,sentiment
im down to blogging again simply because im feeling very distracted though im suppose to study cell bio now,anger
i feel about this band perhaps i m too distracted by the hardcore dancers flailing around,anger
i am going to feel annoyed with myself,anger
i couldnt get to sleep i was feeling quite irritable and restless and every time i was dropping off to sleep a mosquito would land on my face or squeal around my ear,anger
i love this projector it is old it has an old smell to it not displeasing just old and slightly musty it is from the early s i feel like i am in my own little episode of mad men when we set it up to watch something on it,anger
i also hope you understand why i feel so angry with you when you dont support the hat rule or when you turn up at a school event sans hat yourself,anger
im feeling pissed and sad right now,anger
i feel blackburn will be a stubborn team against blackpool and holloway will want a positive reaction in this game even if they don get a result,anger
i get another call from a frantic junior for my file and i obviously refused ta help her and now im feeling like i was too rude i mean i jz went like yeah sorry i just dont do that,anger
i feel rebellious and think let them do so,anger
i feel not offended in any form and should not make this big and in the end it doesnt bother me at all but ive learned to show some balls in the past and say what i think not anonymous so if we would give some weight to the content of these comments there would be the questions what is behind it,anger
i feel those feelings coming back all those hateful jealous paranoid feelings that used to torture me relentlessly,anger
i guess that s where the phrase down in the dumps comes from try this think of something that is mildly upsetting for you some sort of negative emotion perhaps you were stuck in traffic or there was something on the news this morning that made you feel a bit grumpy,anger
